filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
Signal,-404.85003662109375,126.93449401855469,68.92059326171875,36.322669982910156,18.309099197387695,15.316842079162598,9.95860481262207,10.301958084106445,6.86738920211792,3.490859031677246,-0.40542858839035034,2.541229724884033,2.3582334518432617,1.0394786596298218,-0.8662021160125732,-0.49909642338752747,-0.7758608460426331,-5.040248394012451,-2.529978036880493,-0.0174154881387949,0.596032440662384,-2.658478021621704,-2.9549689292907715,-3.4643094539642334,-1.5359383821487427,0.5363578796386719,-2.608339309692383,-5.97339391708374,-7.113585472106934,-10.552242279052734,-12.065081596374512,-10.249018669128418,-8.238184928894043,-5.51384973526001,-5.358597278594971,-3.6468594074249268,-2.926741123199463,-3.350001335144043,-2.4271411895751953,-1.3264411687850952
